index,value
order672,rice
order672,pastry
order672,curd
order672,meat
order673,vegetable
order673,fruit
order673,beer
order673,beef
order673,wine
order673,flour
order673,pastry
order674,ice cream
order674,dish cleaner
order674,pork
order674,chocolate
order674,rolls
order674,bottled water
order674,whipped/sour cream
order675,vegetable
order675,fruit
order675,milk
order675,berries
order675,rolls
order675,eggs
order675,butter
order675,cheese
order675,curd
order676,vegetable
order676,milk
order676,rolls
order676,shopping bags
order676,soda
order676,margarine
order676,whipped/sour cream
order676,meat
order677,vegetable
order677,fruit
order677,milk
order677,soups
order677,chewing gum
order677,cat food
order677,cheese
order677,whipped/sour cream
order678,vegetable
order678,beverages
order678,fruit
order678,sugar
order678,flour
order678,soda
order678,cheese
order678,whipped/sour cream
order678,bakery
order679,vegetable
order679,yogurt
order679,fruit
order679,milk
order679,berries
order679,rolls
order679,eggs
order679,pastry
order679,margarine
order680,vegetable
order680,oil
order680,milk
order680,popcorn
order680,eggs
order680,butter
order680,chicken
order680,onions
order680,curd
order680,meat
order681,vegetable
order681,yogurt
order681,liqueur
order681,milk
order681,rolls
order681,baking powder
order681,whipped/sour cream
order682,sausage
order682,nut snack
order682,popcorn
order682,rolls
order682,beer
order682,shopping bags
order682,waffles
order682,meat
order683,vegetable
order683,yogurt
order683,frankfurter
order683,herbs
order683,juice
order683,onions
order683,whipped/sour cream
order684,vegetable
order684,yogurt
order684,salty snack
order684,fruit
order684,milk
order684,berries
order684,specialty bar
order684,soda
order684,coffee
order684,bottled water
order684,whipped/sour cream
order684,bakery
order685,yogurt
order685,milk
order685,shopping bags
order685,juice
order685,napkins
order685,organic sausage
order685,cheese
order686,vegetable
order686,oil
order686,yogurt
order686,milk
order686,ham
order686,spices
order686,butter
order686,flour
order687,sausage
order687,salty snack
order687,milk
order687,berries
order687,cat food
order687,soda
order687,napkins
order687,meat
order688,vegetable
order688,yogurt
order688,pork
order688,beer
order688,shopping bags
order688,bread
order688,napkins
order689,vegetable
order689,fruit
order689,milk
order689,rolls
order689,beer
order689,wine
order689,butter
order689,soda
order689,coffee
order690,vegetable
order690,milk
order690,sugar
order690,beer
order690,frankfurter
order690,house keeping products
order690,soda
order690,cheese
order691,vegetable
order691,chocolate
order691,fruit
order691,milk
order691,cheese
order691,eggs
order691,cocoa drinks
order691,butter
order691,bread
order691,bottled water
order691,juice
order691,onions
order691,margarine
order692,chocolate
order692,rolls
order692,beer
order692,cocoa drinks
order692,wine
order692,rice
order692,canned fish
order692,waffles
order693,sausage
order693,vegetable
order693,milk
order693,ham
order693,cheese
order693,pastry
order693,curd
order694,meat
order694,dessert
order694,milk
order694,candles
order694,napkins
order694,rice
order694,specialty bar
order695,vegetable
order695,dessert
order695,fruit
order695,candles
order695,eggs
order695,soda
order695,cereals
order695,margarine
order696,oil
order696,vegetable
order696,fruit
order696,dog food
order696,eggs
order696,coffee
order696,baking powder
order696,cheese
order696,pastry
order697,sausage
order697,vegetable
order697,dessert
order697,potted plants
order697,salty snack
order697,fruit
order697,milk
order697,waffles
order697,rolls
order697,eggs
order697,bakery
order697,bread
order697,soda
order697,chicken
order697,juice
order697,cheese
order697,whipped/sour cream
order697,meat
order698,milk
order698,rolls
order698,beer
order698,frankfurter
order698,soda
order698,bottled water
order698,whipped/sour cream
order698,specialty bar
order699,vegetable
order699,sound storage medium
order699,ham
order699,cat food
order699,shopping bags
order699,bread
order699,soda
order699,bottled water
order699,pastry
order699,candy
order700,vegetable
order700,turkey
order700,fruit
order700,frozen meals
order700,shopping bags
order700,herbs
order700,meat
order701,sausage
order701,yogurt
order701,milk
order701,rolls
order701,beer
order701,soda
order701,coffee
order701,cheese
order701,specialty bar
order702,vegetable
order702,pork
order702,fruit
order702,butter
order702,shopping bags
order702,soda
order702,rice
order702,margarine
order702,waffles
order703,chocolate
order703,fruit
order703,milk
order703,eggs
order703,soda
order703,napkins
order703,margarine
order704,vegetable
order704,oil
order704,yogurt
order704,salty snack
order704,fruit
order704,eggs
order704,grapes
order704,pudding powder
order704,onions
order704,waffles
order704,specialty bar
order705,vegetable
order705,yogurt
order705,seasonal products
order705,milk
order705,eggs
order705,shopping bags
order705,whipped/sour cream
order705,meat
order706,vegetable
order706,pork
order706,decalcifier
order706,sugar
order706,flour
order706,shopping bags
order706,cheese
order706,frozen fish
order707,detergent
order707,fruit
order707,milk
order707,candles
order707,rolls
order707,beer
order707,house keeping products
order707,napkins
order707,organic sausage
order707,cheese
order707,pastry
order707,whipped/sour cream
order707,bakery
order708,yogurt
order708,chocolate
order708,fruit
order708,cat food
order708,pet care
order708,bottled water
order708,napkins
order708,pastry
order708,margarine
order708,dental care
order708,specialty bar
order709,sausage
order709,finished products
order709,vegetable
order709,dessert
order709,frozen dessert
order709,fruit
order709,milk
order709,beef
order709,bread
order709,soda
order709,onions
order710,sausage
order710,vegetable
order710,salty snack
order710,rolls
order710,soda
order710,cheese
order710,bakery
order711,dessert
order711,milk
order711,rolls
order711,ham
order711,soda
order711,juice
order711,cheese
order711,whipped/sour cream
order711,meat
order712,sausage
order712,vegetable
order712,yogurt
order712,pork
order712,fruit
order712,beer
order712,wine
order712,dishes
order713,vegetable
order713,milk
order713,rolls
order713,frankfurter
order713,ready soups
order713,bread
order713,misc. beverages
order713,shopping bags
order713,bottled water
order714,fruit
order714,beer
order714,wine
order714,bread
order714,soda
order714,coffee
order714,juice
order715,oil
order715,ice cream
order715,pork
order715,chocolate
order715,fruit
order715,milk
order715,herbs
order715,candy
order715,dental care
order716,sausage
order716,vegetable
order716,fruit
order716,sugar
order716,seasonal products
order716,beef
order716,eggs
order716,bread
order716,coffee
order716,baking powder
order716,onions
order716,canned fish
order717,Instant food products
order717,yogurt
order717,chocolate
order717,milk
order717,ham
order717,eggs
order717,bread
order717,meat
order718,sausage
order718,vegetable
order718,fruit
order718,milk
order718,frozen meals
order718,shopping bags
order718,napkins
order718,cheese
order719,vegetable
order719,detergent
order719,yogurt
order719,chocolate
order719,beer
order719,eggs
order719,cat food
order719,roll products
order719,shopping bags
order719,bread
order719,coffee
order719,bottled water
order719,softener
order719,napkins
order719,cheese
order719,specialty bar
order720,vegetable
order720,dish cleaner
order720,kitchen towels
order720,milk
order720,rolls
order720,cosmetics
order720,soda
order720,chicken
order721,vegetable
order721,ice cream
order721,shopping bags
order721,soda
order721,chicken
order721,candy
order721,whipped/sour cream
order722,vegetable
order722,oil
order722,yogurt
order722,fruit
order722,milk
order722,rolls
order722,beer
order722,frankfurter
order722,eggs
order722,shopping bags
order722,soda
order722,chicken
order722,bottled water
order722,pastry
order723,vegetable
order723,yogurt
order723,fruit
order723,milk
order723,berries
order723,popcorn
order723,cheese
order724,vegetable
order724,ice cream
order724,dessert
order724,nut snack
order724,pork
order724,salty snack
order724,seasonal products
order724,milk
order724,cat food
order724,cheese
order724,canned fish
order724,waffles
order725,sausage
order725,fruit
order725,milk
order725,sugar
order725,berries
order725,rolls
order725,candles
order725,roll products
order725,butter
order725,jam
order725,vinegar
order726,vegetable
order726,cling film/bags
order726,milk
order726,frankfurter
order726,house keeping products
order726,shopping bags
order726,flower (seeds)
order726,frozen fish
order727,vegetable
order727,detergent
order727,photo/film
order727,dish cleaner
order727,milk
order727,soda
order727,softener
order728,vegetable
order728,pork
order728,frozen meals
order728,rolls
order728,soda
order728,chicken
order728,bakery
order729,vegetable
order729,photo/film
order729,yogurt
order729,pork
order729,milk
order729,pasta
order729,soda
order729,waffles
order730,yogurt
order730,fruit
order730,milk
order730,dog food
order730,shopping bags
order730,bread
order730,cheese
order730,margarine
order731,vegetable
